video_time,dataset_src,key,url,span,video_id
10.0,vggsound,-SkFyu1d98U_126,https://www.youtube.com/watch?v=-SkFyu1d98U,"[""00:02:06.000"", ""00:02:16.000""]",-SkFyu1d98U
10.0,vggsound,-SkaeD74V8Y_30,https://www.youtube.com/watch?v=-SkaeD74V8Y,"[""00:00:30.000"", ""00:00:40.000""]",-SkaeD74V8Y
10.0,vggsound,-SlL0NZh51w_20,https://www.youtube.com/watch?v=-SlL0NZh51w,"[""00:00:20.000"", ""00:00:30.000""]",-SlL0NZh51w
10.0,vggsound,-SlN4B7PpvM_420,https://www.youtube.com/watch?v=-SlN4B7PpvM,"[""00:07:00.000"", ""00:07:10.000""]",-SlN4B7PpvM
10.0,vggsound,-Sn0rMoBjzM_29,https://www.youtube.com/watch?v=-Sn0rMoBjzM,"[""00:00:29.000"", ""00:00:39.000""]",-Sn0rMoBjzM
10.0,vggsound,-Sn0rMoBjzM_73,https://www.youtube.com/watch?v=-Sn0rMoBjzM,"[""00:01:13.000"", ""00:01:23.000""]",-Sn0rMoBjzM
10.0,vggsound,-Sna5WJDjnw_52,https://www.youtube.com/watch?v=-Sna5WJDjnw,"[""00:00:52.000"", ""00:01:02.000""]",-Sna5WJDjnw
10.0,vggsound,-StBx31J1As_30,https://www.youtube.com/watch?v=-StBx31J1As,"[""00:00:30.000"", ""00:00:40.000""]",-StBx31J1As
10.0,vggsound,-StCx0GPObw_30,https://www.youtube.com/watch?v=-StCx0GPObw,"[""00:00:30.000"", ""00:00:40.000""]",-StCx0GPObw
10.0,vggsound,-StHeHGyakY_30,https://www.youtube.com/watch?v=-StHeHGyakY,"[""00:00:30.000"", ""00:00:40.000""]",-StHeHGyakY
10.0,vggsound,-Stm1mHROCY_110,https://www.youtube.com/watch?v=-Stm1mHROCY,"[""00:01:50.000"", ""00:02:00.000""]",-Stm1mHROCY
10.0,vggsound,-SyWyev2PfI_46,https://www.youtube.com/watch?v=-SyWyev2PfI,"[""00:00:46.000"", ""00:00:56.000""]",-SyWyev2PfI
10.0,vggsound,-SyWyev2PfI_77,https://www.youtube.com/watch?v=-SyWyev2PfI,"[""00:01:17.000"", ""00:01:27.000""]",-SyWyev2PfI
10.0,vggsound,-Sz4z0QwEuM_20,https://www.youtube.com/watch?v=-Sz4z0QwEuM,"[""00:00:20.000"", ""00:00:30.000""]",-Sz4z0QwEuM
10.0,vggsound,-T-B3nF6h3A_0,https://www.youtube.com/watch?v=-T-B3nF6h3A,"[""00:00:00.000"", ""00:00:10.000""]",-T-B3nF6h3A
10.0,vggsound,-T06kz4MI20_30,https://www.youtube.com/watch?v=-T06kz4MI20,"[""00:00:30.000"", ""00:00:40.000""]",-T06kz4MI20
10.0,vggsound,-T0f1TSDz-Y_37,https://www.youtube.com/watch?v=-T0f1TSDz-Y,"[""00:00:37.000"", ""00:00:47.000""]",-T0f1TSDz-Y
10.0,vggsound,-T0f1TSDz-Y_210,https://www.youtube.com/watch?v=-T0f1TSDz-Y,"[""00:03:30.000"", ""00:03:40.000""]",-T0f1TSDz-Y
10.0,vggsound,-T1RU8oThuQ_30,https://www.youtube.com/watch?v=-T1RU8oThuQ,"[""00:00:30.000"", ""00:00:40.000""]",-T1RU8oThuQ
10.0,vggsound,-T2LeH21ftI_34,https://www.youtube.com/watch?v=-T2LeH21ftI,"[""00:00:34.000"", ""00:00:44.000""]",-T2LeH21ftI
10.0,vggsound,-T2LeH21ftI_53,https://www.youtube.com/watch?v=-T2LeH21ftI,"[""00:00:53.000"", ""00:01:03.000""]",-T2LeH21ftI
10.0,vggsound,-T2MO0xBNwM_26,https://www.youtube.com/watch?v=-T2MO0xBNwM,"[""00:00:26.000"", ""00:00:36.000""]",-T2MO0xBNwM
10.0,vggsound,-T4GI2LT0oc_210,https://www.youtube.com/watch?v=-T4GI2LT0oc,"[""00:03:30.000"", ""00:03:40.000""]",-T4GI2LT0oc
10.0,vggsound,-T8L4SVm3u0_1,https://www.youtube.com/watch?v=-T8L4SVm3u0,"[""00:00:01.000"", ""00:00:11.000""]",-T8L4SVm3u0
10.0,vggsound,-T8R6NZrOUQ_182,https://www.youtube.com/watch?v=-T8R6NZrOUQ,"[""00:03:02.000"", ""00:03:12.000""]",-T8R6NZrOUQ
10.0,vggsound,-T8ZBK2m20E_310,https://www.youtube.com/watch?v=-T8ZBK2m20E,"[""00:05:10.000"", ""00:05:20.000""]",-T8ZBK2m20E
10.0,vggsound,-T8zbMNxdcw_207,https://www.youtube.com/watch?v=-T8zbMNxdcw,"[""00:03:27.000"", ""00:03:37.000""]",-T8zbMNxdcw
10.0,vggsound,-T9mK2krm2w_30,https://www.youtube.com/watch?v=-T9mK2krm2w,"[""00:00:30.000"", ""00:00:40.000""]",-T9mK2krm2w
10.0,vggsound,-T9xFzsTm-s_30,https://www.youtube.com/watch?v=-T9xFzsTm-s,"[""00:00:30.000"", ""00:00:40.000""]",-T9xFzsTm-s
10.0,vggsound,-TA4R3MoDSU_0,https://www.youtube.com/watch?v=-TA4R3MoDSU,"[""00:00:00.000"", ""00:00:10.000""]",-TA4R3MoDSU
10.0,vggsound,-TARh4PcFzc_15,https://www.youtube.com/watch?v=-TARh4PcFzc,"[""00:00:15.000"", ""00:00:25.000""]",-TARh4PcFzc
10.0,vggsound,-TCDqe327us_30,https://www.youtube.com/watch?v=-TCDqe327us,"[""00:00:30.000"", ""00:00:40.000""]",-TCDqe327us
10.0,vggsound,-TCFiZDK47I_30,https://www.youtube.com/watch?v=-TCFiZDK47I,"[""00:00:30.000"", ""00:00:40.000""]",-TCFiZDK47I
10.0,vggsound,-TCJVC16Ezs_51,https://www.youtube.com/watch?v=-TCJVC16Ezs,"[""00:00:51.000"", ""00:01:01.000""]",-TCJVC16Ezs
10.0,vggsound,-TCJVC16Ezs_68,https://www.youtube.com/watch?v=-TCJVC16Ezs,"[""00:01:08.000"", ""00:01:18.000""]",-TCJVC16Ezs
10.0,vggsound,-TDLthDbY5c_296,https://www.youtube.com/watch?v=-TDLthDbY5c,"[""00:04:56.000"", ""00:05:06.000""]",-TDLthDbY5c
10.0,vggsound,-TFcw00SlLo_110,https://www.youtube.com/watch?v=-TFcw00SlLo,"[""00:01:50.000"", ""00:02:00.000""]",-TFcw00SlLo
10.0,vggsound,-TIHtrygFsc_34,https://www.youtube.com/watch?v=-TIHtrygFsc,"[""00:00:34.000"", ""00:00:44.000""]",-TIHtrygFsc
10.0,vggsound,-TIHtrygFsc_132,https://www.youtube.com/watch?v=-TIHtrygFsc,"[""00:02:12.000"", ""00:02:22.000""]",-TIHtrygFsc
10.0,vggsound,-TIr4yEY89k_30,https://www.youtube.com/watch?v=-TIr4yEY89k,"[""00:00:30.000"", ""00:00:40.000""]",-TIr4yEY89k
10.0,vggsound,-TM0Ph_0b7M_83,https://www.youtube.com/watch?v=-TM0Ph_0b7M,"[""00:01:23.000"", ""00:01:33.000""]",-TM0Ph_0b7M
10.0,vggsound,-TOgfy_WKNM_1,https://www.youtube.com/watch?v=-TOgfy_WKNM,"[""00:00:01.000"", ""00:00:11.000""]",-TOgfy_WKNM
10.0,vggsound,-TPbVw6Qm8M_3,https://www.youtube.com/watch?v=-TPbVw6Qm8M,"[""00:00:03.000"", ""00:00:13.000""]",-TPbVw6Qm8M
10.0,vggsound,-TPbVw6Qm8M_15,https://www.youtube.com/watch?v=-TPbVw6Qm8M,"[""00:00:15.000"", ""00:00:25.000""]",-TPbVw6Qm8M
10.0,vggsound,-TUZB1d9ofA_163,https://www.youtube.com/watch?v=-TUZB1d9ofA,"[""00:02:43.000"", ""00:02:53.000""]",-TUZB1d9ofA
10.0,vggsound,-TUZB1d9ofA_231,https://www.youtube.com/watch?v=-TUZB1d9ofA,"[""00:03:51.000"", ""00:04:01.000""]",-TUZB1d9ofA
10.0,vggsound,-TYaP9KMzBA_30,https://www.youtube.com/watch?v=-TYaP9KMzBA,"[""00:00:30.000"", ""00:00:40.000""]",-TYaP9KMzBA
10.0,vggsound,-TZtWSNT9Po_30,https://www.youtube.com/watch?v=-TZtWSNT9Po,"[""00:00:30.000"", ""00:00:40.000""]",-TZtWSNT9Po
10.0,vggsound,-TbcaCBA0pI_50,https://www.youtube.com/watch?v=-TbcaCBA0pI,"[""00:00:50.000"", ""00:01:00.000""]",-TbcaCBA0pI
10.0,vggsound,-TcFLxYUAyk_180,https://www.youtube.com/watch?v=-TcFLxYUAyk,"[""00:03:00.000"", ""00:03:10.000""]",-TcFLxYUAyk
10.0,vggsound,-Tch5am2RTY_30,https://www.youtube.com/watch?v=-Tch5am2RTY,"[""00:00:30.000"", ""00:00:40.000""]",-Tch5am2RTY
10.0,vggsound,-Tffs838qbA_219,https://www.youtube.com/watch?v=-Tffs838qbA,"[""00:03:39.000"", ""00:03:49.000""]",-Tffs838qbA
10.0,vggsound,-Tffs838qbA_263,https://www.youtube.com/watch?v=-Tffs838qbA,"[""00:04:23.000"", ""00:04:33.000""]",-Tffs838qbA
10.0,vggsound,-Tgu7DbTDc8_262,https://www.youtube.com/watch?v=-Tgu7DbTDc8,"[""00:04:22.000"", ""00:04:32.000""]",-Tgu7DbTDc8
10.0,vggsound,-ThiuDnVGMU_41,https://www.youtube.com/watch?v=-ThiuDnVGMU,"[""00:00:41.000"", ""00:00:51.000""]",-ThiuDnVGMU
10.0,vggsound,-TjjKiDsd84_24,https://www.youtube.com/watch?v=-TjjKiDsd84,"[""00:00:24.000"", ""00:00:34.000""]",-TjjKiDsd84
10.0,vggsound,-TjxYU8lXv4_16,https://www.youtube.com/watch?v=-TjxYU8lXv4,"[""00:00:16.000"", ""00:00:26.000""]",-TjxYU8lXv4
10.0,vggsound,-TnDYy29pRA_30,https://www.youtube.com/watch?v=-TnDYy29pRA,"[""00:00:30.000"", ""00:00:40.000""]",-TnDYy29pRA
10.0,vggsound,-Tok_g_jgE0_268,https://www.youtube.com/watch?v=-Tok_g_jgE0,"[""00:04:28.000"", ""00:04:38.000""]",-Tok_g_jgE0
10.0,vggsound,-Tp-AspPvmg_538,https://www.youtube.com/watch?v=-Tp-AspPvmg,"[""00:08:58.000"", ""00:09:08.000""]",-Tp-AspPvmg
10.0,vggsound,-Tpb87qlrCE_0,https://www.youtube.com/watch?v=-Tpb87qlrCE,"[""00:00:00.000"", ""00:00:10.000""]",-Tpb87qlrCE
10.0,vggsound,-TpqJE2epZo_14,https://www.youtube.com/watch?v=-TpqJE2epZo,"[""00:00:14.000"", ""00:00:24.000""]",-TpqJE2epZo
10.0,vggsound,-TuA6o40QhY_532,https://www.youtube.com/watch?v=-TuA6o40QhY,"[""00:08:52.000"", ""00:09:02.000""]",-TuA6o40QhY
10.0,vggsound,-TuA6o40QhY_959,https://www.youtube.com/watch?v=-TuA6o40QhY,"[""00:15:59.000"", ""00:16:09.000""]",-TuA6o40QhY
10.0,vggsound,-TuR11dyrTo_30,https://www.youtube.com/watch?v=-TuR11dyrTo,"[""00:00:30.000"", ""00:00:40.000""]",-TuR11dyrTo
10.0,vggsound,-TvzE29y-9o_11,https://www.youtube.com/watch?v=-TvzE29y-9o,"[""00:00:11.000"", ""00:00:21.000""]",-TvzE29y-9o
10.0,vggsound,-U3oyhpebSs_50,https://www.youtube.com/watch?v=-U3oyhpebSs,"[""00:00:50.000"", ""00:01:00.000""]",-U3oyhpebSs
10.0,vggsound,-U4BNk91XrA_30,https://www.youtube.com/watch?v=-U4BNk91XrA,"[""00:00:30.000"", ""00:00:40.000""]",-U4BNk91XrA
10.0,vggsound,-U5Worm_QYc_28,https://www.youtube.com/watch?v=-U5Worm_QYc,"[""00:00:28.000"", ""00:00:38.000""]",-U5Worm_QYc
10.0,vggsound,-U5uDdxXmpc_219,https://www.youtube.com/watch?v=-U5uDdxXmpc,"[""00:03:39.000"", ""00:03:49.000""]",-U5uDdxXmpc
10.0,vggsound,-U8ZGresQoo_110,https://www.youtube.com/watch?v=-U8ZGresQoo,"[""00:01:50.000"", ""00:02:00.000""]",-U8ZGresQoo
10.0,vggsound,-U8bkbpdVgE_58,https://www.youtube.com/watch?v=-U8bkbpdVgE,"[""00:00:58.000"", ""00:01:08.000""]",-U8bkbpdVgE
10.0,vggsound,-U8bkbpdVgE_98,https://www.youtube.com/watch?v=-U8bkbpdVgE,"[""00:01:38.000"", ""00:01:48.000""]",-U8bkbpdVgE
10.0,vggsound,-U9Iv5Lhb_c_44,https://www.youtube.com/watch?v=-U9Iv5Lhb_c,"[""00:00:44.000"", ""00:00:54.000""]",-U9Iv5Lhb_c
10.0,vggsound,-U9Iv5Lhb_c_58,https://www.youtube.com/watch?v=-U9Iv5Lhb_c,"[""00:00:58.000"", ""00:01:08.000""]",-U9Iv5Lhb_c
10.0,vggsound,-UBVqmhbT50_30,https://www.youtube.com/watch?v=-UBVqmhbT50,"[""00:00:30.000"", ""00:00:40.000""]",-UBVqmhbT50
10.0,vggsound,-UFKmMjJze4_5,https://www.youtube.com/watch?v=-UFKmMjJze4,"[""00:00:05.000"", ""00:00:15.000""]",-UFKmMjJze4
10.0,vggsound,-UH48WJgxZ8_30,https://www.youtube.com/watch?v=-UH48WJgxZ8,"[""00:00:30.000"", ""00:00:40.000""]",-UH48WJgxZ8
10.0,vggsound,-UHM1NygnS0_240,https://www.youtube.com/watch?v=-UHM1NygnS0,"[""00:04:00.000"", ""00:04:10.000""]",-UHM1NygnS0
10.0,vggsound,-UI2z9Do_ZY_93,https://www.youtube.com/watch?v=-UI2z9Do_ZY,"[""00:01:33.000"", ""00:01:43.000""]",-UI2z9Do_ZY
10.0,vggsound,-UI2z9Do_ZY_119,https://www.youtube.com/watch?v=-UI2z9Do_ZY,"[""00:01:59.000"", ""00:02:09.000""]",-UI2z9Do_ZY
10.0,vggsound,-UJJsEdgqMQ_11,https://www.youtube.com/watch?v=-UJJsEdgqMQ,"[""00:00:11.000"", ""00:00:21.000""]",-UJJsEdgqMQ
10.0,vggsound,-UJjKecbIKU_30,https://www.youtube.com/watch?v=-UJjKecbIKU,"[""00:00:30.000"", ""00:00:40.000""]",-UJjKecbIKU
10.0,vggsound,-UKH_6moRZc_180,https://www.youtube.com/watch?v=-UKH_6moRZc,"[""00:03:00.000"", ""00:03:10.000""]",-UKH_6moRZc
10.0,vggsound,-UKl9H9p2lI_70,https://www.youtube.com/watch?v=-UKl9H9p2lI,"[""00:01:10.000"", ""00:01:20.000""]",-UKl9H9p2lI
10.0,vggsound,-ULEGnrT7DA_43,https://www.youtube.com/watch?v=-ULEGnrT7DA,"[""00:00:43.000"", ""00:00:53.000""]",-ULEGnrT7DA
10.0,vggsound,-UQAmiiqVpY_30,https://www.youtube.com/watch?v=-UQAmiiqVpY,"[""00:00:30.000"", ""00:00:40.000""]",-UQAmiiqVpY
10.0,vggsound,-URzO1H3bs8_30,https://www.youtube.com/watch?v=-URzO1H3bs8,"[""00:00:30.000"", ""00:00:40.000""]",-URzO1H3bs8
10.0,vggsound,-USpijVx_aI_200,https://www.youtube.com/watch?v=-USpijVx_aI,"[""00:03:20.000"", ""00:03:30.000""]",-USpijVx_aI
10.0,vggsound,-UTm_pQcWDA_40,https://www.youtube.com/watch?v=-UTm_pQcWDA,"[""00:00:40.000"", ""00:00:50.000""]",-UTm_pQcWDA
10.0,vggsound,-UUhrXI5GAY_1,https://www.youtube.com/watch?v=-UUhrXI5GAY,"[""00:00:01.000"", ""00:00:11.000""]",-UUhrXI5GAY
10.0,vggsound,-UVOFRthq_c_30,https://www.youtube.com/watch?v=-UVOFRthq_c,"[""00:00:30.000"", ""00:00:40.000""]",-UVOFRthq_c
10.0,vggsound,-U_T33UO3pc_400,https://www.youtube.com/watch?v=-U_T33UO3pc,"[""00:06:40.000"", ""00:06:50.000""]",-U_T33UO3pc
10.0,vggsound,-U_YyMv2njE_15,https://www.youtube.com/watch?v=-U_YyMv2njE,"[""00:00:15.000"", ""00:00:25.000""]",-U_YyMv2njE
10.0,vggsound,-U_r3rJsR4o_520,https://www.youtube.com/watch?v=-U_r3rJsR4o,"[""00:08:40.000"", ""00:08:50.000""]",-U_r3rJsR4o
10.0,vggsound,-UcG6yArKqg_360,https://www.youtube.com/watch?v=-UcG6yArKqg,"[""00:06:00.000"", ""00:06:10.000""]",-UcG6yArKqg
10.0,vggsound,-Udj_2z80ac_30,https://www.youtube.com/watch?v=-Udj_2z80ac,"[""00:00:30.000"", ""00:00:40.000""]",-Udj_2z80ac
10.0,vggsound,-UjHThfWx_o_30,https://www.youtube.com/watch?v=-UjHThfWx_o,"[""00:00:30.000"", ""00:00:40.000""]",-UjHThfWx_o
10.0,vggsound,-UjnbIuJNuI_30,https://www.youtube.com/watch?v=-UjnbIuJNuI,"[""00:00:30.000"", ""00:00:40.000""]",-UjnbIuJNuI
10.0,vggsound,-UmUC-FQDQ0_48,https://www.youtube.com/watch?v=-UmUC-FQDQ0,"[""00:00:48.000"", ""00:00:58.000""]",-UmUC-FQDQ0
10.0,vggsound,-UmUC-FQDQ0_76,https://www.youtube.com/watch?v=-UmUC-FQDQ0,"[""00:01:16.000"", ""00:01:26.000""]",-UmUC-FQDQ0
10.0,vggsound,-Uo9p-Dq1fg_30,https://www.youtube.com/watch?v=-Uo9p-Dq1fg,"[""00:00:30.000"", ""00:00:40.000""]",-Uo9p-Dq1fg
10.0,vggsound,-UoTV5by38k_50,https://www.youtube.com/watch?v=-UoTV5by38k,"[""00:00:50.000"", ""00:01:00.000""]",-UoTV5by38k
10.0,vggsound,-UovWhSY-EQ_45,https://www.youtube.com/watch?v=-UovWhSY-EQ,"[""00:00:45.000"", ""00:00:55.000""]",-UovWhSY-EQ
10.0,vggsound,-Up21SjeKlU_10,https://www.youtube.com/watch?v=-Up21SjeKlU,"[""00:00:10.000"", ""00:00:20.000""]",-Up21SjeKlU
10.0,vggsound,-Up21SjeKlU_23,https://www.youtube.com/watch?v=-Up21SjeKlU,"[""00:00:23.000"", ""00:00:33.000""]",-Up21SjeKlU
10.0,vggsound,-Up5fppwFF0_0,https://www.youtube.com/watch?v=-Up5fppwFF0,"[""00:00:00.000"", ""00:00:10.000""]",-Up5fppwFF0
10.0,vggsound,-Ur-eX5Hnww_30,https://www.youtube.com/watch?v=-Ur-eX5Hnww,"[""00:00:30.000"", ""00:00:40.000""]",-Ur-eX5Hnww
10.0,vggsound,-UtMMTiDFCA_30,https://www.youtube.com/watch?v=-UtMMTiDFCA,"[""00:00:30.000"", ""00:00:40.000""]",-UtMMTiDFCA
10.0,vggsound,-UtXwhu8iyA_30,https://www.youtube.com/watch?v=-UtXwhu8iyA,"[""00:00:30.000"", ""00:00:40.000""]",-UtXwhu8iyA
10.0,vggsound,-Uuo0G76AoI_29,https://www.youtube.com/watch?v=-Uuo0G76AoI,"[""00:00:29.000"", ""00:00:39.000""]",-Uuo0G76AoI
10.0,vggsound,-Uuo0G76AoI_49,https://www.youtube.com/watch?v=-Uuo0G76AoI,"[""00:00:49.000"", ""00:00:59.000""]",-Uuo0G76AoI
10.0,vggsound,-UvqdPUERuU_30,https://www.youtube.com/watch?v=-UvqdPUERuU,"[""00:00:30.000"", ""00:00:40.000""]",-UvqdPUERuU
10.0,vggsound,-UxUAolRV-g_17,https://www.youtube.com/watch?v=-UxUAolRV-g,"[""00:00:17.000"", ""00:00:27.000""]",-UxUAolRV-g
10.0,vggsound,-UxUAolRV-g_32,https://www.youtube.com/watch?v=-UxUAolRV-g,"[""00:00:32.000"", ""00:00:42.000""]",-UxUAolRV-g
10.0,vggsound,-UxlFmoVuPo_30,https://www.youtube.com/watch?v=-UxlFmoVuPo,"[""00:00:30.000"", ""00:00:40.000""]",-UxlFmoVuPo
10.0,vggsound,-V-3H5lOA2k_30,https://www.youtube.com/watch?v=-V-3H5lOA2k,"[""00:00:30.000"", ""00:00:40.000""]",-V-3H5lOA2k
10.0,vggsound,-V-c__N8ByM_10,https://www.youtube.com/watch?v=-V-c__N8ByM,"[""00:00:10.000"", ""00:00:20.000""]",-V-c__N8ByM
10.0,vggsound,-V-c__N8ByM_75,https://www.youtube.com/watch?v=-V-c__N8ByM,"[""00:01:15.000"", ""00:01:25.000""]",-V-c__N8ByM
10.0,vggsound,-V02Uc2J2d0_128,https://www.youtube.com/watch?v=-V02Uc2J2d0,"[""00:02:08.000"", ""00:02:18.000""]",-V02Uc2J2d0
10.0,vggsound,-V0DJ8xV9R4_4,https://www.youtube.com/watch?v=-V0DJ8xV9R4,"[""00:00:04.000"", ""00:00:14.000""]",-V0DJ8xV9R4
10.0,vggsound,-V1FhPpoTSU_30,https://www.youtube.com/watch?v=-V1FhPpoTSU,"[""00:00:30.000"", ""00:00:40.000""]",-V1FhPpoTSU
10.0,vggsound,-V1WFp0IIA4_41,https://www.youtube.com/watch?v=-V1WFp0IIA4,"[""00:00:41.000"", ""00:00:51.000""]",-V1WFp0IIA4
10.0,vggsound,-V2uLG7pjnc_0,https://www.youtube.com/watch?v=-V2uLG7pjnc,"[""00:00:00.000"", ""00:00:10.000""]",-V2uLG7pjnc
10.0,vggsound,-V2uLG7pjnc_4,https://www.youtube.com/watch?v=-V2uLG7pjnc,"[""00:00:04.000"", ""00:00:14.000""]",-V2uLG7pjnc
10.0,vggsound,-V5KERENdZE_10,https://www.youtube.com/watch?v=-V5KERENdZE,"[""00:00:10.000"", ""00:00:20.000""]",-V5KERENdZE
10.0,vggsound,-V6EWpcv3Gw_80,https://www.youtube.com/watch?v=-V6EWpcv3Gw,"[""00:01:20.000"", ""00:01:30.000""]",-V6EWpcv3Gw
10.0,vggsound,-V6lKFFF1-s_30,https://www.youtube.com/watch?v=-V6lKFFF1-s,"[""00:00:30.000"", ""00:00:40.000""]",-V6lKFFF1-s
10.0,vggsound,-V7gqbL91lo_30,https://www.youtube.com/watch?v=-V7gqbL91lo,"[""00:00:30.000"", ""00:00:40.000""]",-V7gqbL91lo
10.0,vggsound,-V9U5F14AVY_40,https://www.youtube.com/watch?v=-V9U5F14AVY,"[""00:00:40.000"", ""00:00:50.000""]",-V9U5F14AVY
10.0,vggsound,-VDS0mYeOYg_30,https://www.youtube.com/watch?v=-VDS0mYeOYg,"[""00:00:30.000"", ""00:00:40.000""]",-VDS0mYeOYg
10.0,vggsound,-VG70q026Bw_30,https://www.youtube.com/watch?v=-VG70q026Bw,"[""00:00:30.000"", ""00:00:40.000""]",-VG70q026Bw
10.0,vggsound,-VGt_MCDkp8_54,https://www.youtube.com/watch?v=-VGt_MCDkp8,"[""00:00:54.000"", ""00:01:04.000""]",-VGt_MCDkp8
10.0,vggsound,-VGt_MCDkp8_66,https://www.youtube.com/watch?v=-VGt_MCDkp8,"[""00:01:06.000"", ""00:01:16.000""]",-VGt_MCDkp8
10.0,vggsound,-VH6PhjxD3Y_5,https://www.youtube.com/watch?v=-VH6PhjxD3Y,"[""00:00:05.000"", ""00:00:15.000""]",-VH6PhjxD3Y
10.0,vggsound,-VIDhMaXaSA_100,https://www.youtube.com/watch?v=-VIDhMaXaSA,"[""00:01:40.000"", ""00:01:50.000""]",-VIDhMaXaSA
10.0,vggsound,-VJ9zcAFFzI_20,https://www.youtube.com/watch?v=-VJ9zcAFFzI,"[""00:00:20.000"", ""00:00:30.000""]",-VJ9zcAFFzI
10.0,vggsound,-VJC2FC7Hro_30,https://www.youtube.com/watch?v=-VJC2FC7Hro,"[""00:00:30.000"", ""00:00:40.000""]",-VJC2FC7Hro
10.0,vggsound,-VJYkfG04W4_30,https://www.youtube.com/watch?v=-VJYkfG04W4,"[""00:00:30.000"", ""00:00:40.000""]",-VJYkfG04W4
10.0,vggsound,-VKryMKMBtI_30,https://www.youtube.com/watch?v=-VKryMKMBtI,"[""00:00:30.000"", ""00:00:40.000""]",-VKryMKMBtI
10.0,vggsound,-VLOm8cJZRI_70,https://www.youtube.com/watch?v=-VLOm8cJZRI,"[""00:01:10.000"", ""00:01:20.000""]",-VLOm8cJZRI
10.0,vggsound,-VMDgIjlALE_10,https://www.youtube.com/watch?v=-VMDgIjlALE,"[""00:00:10.000"", ""00:00:20.000""]",-VMDgIjlALE
10.0,vggsound,-VNLMYTqhDA_24,https://www.youtube.com/watch?v=-VNLMYTqhDA,"[""00:00:24.000"", ""00:00:34.000""]",-VNLMYTqhDA
10.0,vggsound,-VPNTD1eV5c_15,https://www.youtube.com/watch?v=-VPNTD1eV5c,"[""00:00:15.000"", ""00:00:25.000""]",-VPNTD1eV5c
10.0,vggsound,-VPhVEKvyRQ_30,https://www.youtube.com/watch?v=-VPhVEKvyRQ,"[""00:00:30.000"", ""00:00:40.000""]",-VPhVEKvyRQ
10.0,vggsound,-VQWMl8qG6s_10,https://www.youtube.com/watch?v=-VQWMl8qG6s,"[""00:00:10.000"", ""00:00:20.000""]",-VQWMl8qG6s
10.0,vggsound,-VRA-PoenD8_82,https://www.youtube.com/watch?v=-VRA-PoenD8,"[""00:01:22.000"", ""00:01:32.000""]",-VRA-PoenD8
10.0,vggsound,-VRxLSXcnSw_108,https://www.youtube.com/watch?v=-VRxLSXcnSw,"[""00:01:48.000"", ""00:01:58.000""]",-VRxLSXcnSw
10.0,vggsound,-VRxLSXcnSw_123,https://www.youtube.com/watch?v=-VRxLSXcnSw,"[""00:02:03.000"", ""00:02:13.000""]",-VRxLSXcnSw
10.0,vggsound,-VS-TWu5FDI_3,https://www.youtube.com/watch?v=-VS-TWu5FDI,"[""00:00:03.000"", ""00:00:13.000""]",-VS-TWu5FDI
10.0,vggsound,-VSVE-CCMFM_30,https://www.youtube.com/watch?v=-VSVE-CCMFM,"[""00:00:30.000"", ""00:00:40.000""]",-VSVE-CCMFM
10.0,vggsound,-VTAtBy_jiI_40,https://www.youtube.com/watch?v=-VTAtBy_jiI,"[""00:00:40.000"", ""00:00:50.000""]",-VTAtBy_jiI
10.0,vggsound,-VTunx-aZFI_62,https://www.youtube.com/watch?v=-VTunx-aZFI,"[""00:01:02.000"", ""00:01:12.000""]",-VTunx-aZFI
10.0,vggsound,-VUjAKtpJeA_24,https://www.youtube.com/watch?v=-VUjAKtpJeA,"[""00:00:24.000"", ""00:00:34.000""]",-VUjAKtpJeA
10.0,vggsound,-VVOm8Ujf_c_157,https://www.youtube.com/watch?v=-VVOm8Ujf_c,"[""00:02:37.000"", ""00:02:47.000""]",-VVOm8Ujf_c
10.0,vggsound,-VVOm8Ujf_c_196,https://www.youtube.com/watch?v=-VVOm8Ujf_c,"[""00:03:16.000"", ""00:03:26.000""]",-VVOm8Ujf_c
10.0,vggsound,-VVrt0TlG8c_23,https://www.youtube.com/watch?v=-VVrt0TlG8c,"[""00:00:23.000"", ""00:00:33.000""]",-VVrt0TlG8c
10.0,vggsound,-VZ3LiN_qIs_45,https://www.youtube.com/watch?v=-VZ3LiN_qIs,"[""00:00:45.000"", ""00:00:55.000""]",-VZ3LiN_qIs
10.0,vggsound,-VZN4iUSkQk_12,https://www.youtube.com/watch?v=-VZN4iUSkQk,"[""00:00:12.000"", ""00:00:22.000""]",-VZN4iUSkQk
10.0,vggsound,-VZXQAyjZ5o_30,https://www.youtube.com/watch?v=-VZXQAyjZ5o,"[""00:00:30.000"", ""00:00:40.000""]",-VZXQAyjZ5o
10.0,vggsound,-V_8J9yaBko_30,https://www.youtube.com/watch?v=-V_8J9yaBko,"[""00:00:30.000"", ""00:00:40.000""]",-V_8J9yaBko
10.0,vggsound,-V_KiUM6Ioc_30,https://www.youtube.com/watch?v=-V_KiUM6Ioc,"[""00:00:30.000"", ""00:00:40.000""]",-V_KiUM6Ioc
10.0,vggsound,-Va6UCHNXzs_250,https://www.youtube.com/watch?v=-Va6UCHNXzs,"[""00:04:10.000"", ""00:04:20.000""]",-Va6UCHNXzs
10.0,vggsound,-Va9NGHQzcE_30,https://www.youtube.com/watch?v=-Va9NGHQzcE,"[""00:00:30.000"", ""00:00:40.000""]",-Va9NGHQzcE
