video_clip_name,class,Xmin,Ymin,Xmax,Ymax
B0TIfxXf4t0_000100,playing hammond organ,0.00625,0.43125,0.984375,0.9875
4jKkc7qQQ88_000016,dog baying,0.575,0.5,0.7281249999999999,0.703125
40s88hEcn5I_000170,"engine accelerating, revving, vroom",0.125,0.159375,0.88125,0.815625
Y9pGt8ax3PA_000010,sharpen knife,0.228125,0.115625,0.953125,0.775
4Vq6WDtxTt4_000030,fire truck siren,0.296875,0.434375,0.8,0.7562500000000001
1PN-bfs2EhY_000030,child singing,0.3625,0.1875,0.709375,0.765625
Guwl5G6Wr4Y_000030,playing cello,0.0,0.353125,0.665625,0.80625
Ih7sLCzExYU_000030,"bird chirping, tweeting",0.471875,0.534375,0.640625,0.75
l59Gy1sqDSM_000003,people giggling,0.11875,0.159375,0.38749999999999996,0.578125
gkaTHw410NA_000011,playing cornet,0.246875,0.725,0.6000000000000001,0.990625
ryWnOaICR80_000014,cat hissing,0.0,0.028125,1.0,0.8687499999999999
MHT46cURY6c_000030,crow cawing,0.303125,0.490625,0.490625,0.584375
JMF7NvH3qoE_000030,"railroad car, train wagon",0.315625,0.496875,0.66875,0.8125
vg92QEL4w4I_000419,"male speech, man speaking",0.4125,0.1,0.6375,0.515625
vq4jQd5-PL0_000030,people sniggering,0.084375,0.0,0.528125,0.58125
lQNWx4KRlz0_000450,"subway, metro, underground",0.0375,0.059375,0.9874999999999999,0.6375
IIKc_1iCxMQ_000014,playing bassoon,0.40625,0.128125,0.921875,0.9906250000000001
WsfNsX9qA20_000079,playing guiro,0.3375,0.4625,0.8343750000000001,0.953125
LUg8N2STi2k_000540,playing theremin,0.496875,0.15625,0.99375,0.975
4uihL55gcWo_000028,elephant trumpeting,0.153125,0.209375,0.878125,0.8468749999999999
D3FV0JAngZ4_000210,playing acoustic guitar,0.021875,0.0,0.984375,0.928125
idUZsNLnyDg_000030,tapping guitar,0.009375,0.196875,0.975,0.8406250000000001
1p5jl5JeZx8_000117,people cheering,0.00625,0.175,0.9718749999999999,0.64375
51NV5b5e5As_000050,cat meowing,0.0875,0.221875,0.8125,0.846875
F0xRrtS-_Wk_000030,crow cawing,0.534375,0.278125,0.68125,0.559375
OruJS8cr2qE_000005,parrot talking,0.375,0.0125,0.728125,0.9937499999999999
fLZ5jPkCUOQ_000014,gibbon howling,0.26875,0.15625,0.559375,0.93125
G7ZE5J9gHMQ_000150,"engine accelerating, revving, vroom",0.271875,0.390625,0.559375,0.70625
lwTJnSlhz-Q_000417,popping popcorn,0.04375,0.16875,0.6875,0.9875
AYhduTuI_zM_000102,playing flute,0.21875,0.609375,0.853125,0.99375
mZ6ALw9GOUU_000030,playing harp,0.403125,0.065625,0.9375,0.9125000000000001
CZgx_6XaEkg_000030,driving motorcycle,0.365625,0.421875,0.803125,0.765625
vchsE_Dn7mo_000112,playing timbales,0.05,0.159375,0.890625,0.8343750000000001
OLG6jDvjB9I_000133,car engine idling,0.05,0.1375,0.9375,0.9125000000000001
o_kiCratdFg_000010,car engine starting,0.025,0.0375,0.6531250000000001,0.96875
YqLZdK_e4-A_000030,playing hammond organ,0.403125,0.115625,0.9937499999999999,0.975
3uuyQ4O0L68_000030,playing french horn,0.29375,0.25625,0.40625,0.45625
bnjo2Bx3_RE_000071,people humming,0.4375,0.303125,0.540625,0.390625
eq2XqmviZD4_000085,playing trumpet,0.034375,0.3875,0.9593750000000001,0.846875
ULLEA-jLmpI_000030,people finger snapping,0.525,0.790625,0.615625,0.921875
Us0qIYoVRvU_000144,slot machine,0.13125,0.0875,0.85625,0.821875
x50I2W-Ahek_000241,playing bass drum,0.35,0.078125,0.815625,0.35
ggb93ZYIeaA_000082,mynah bird singing,0.371875,0.203125,0.65,0.93125
84fDGWoRtsU_000210,skateboarding,0.43125,0.478125,0.671875,0.621875
nA1cZ1g8auk_000080,mynah bird singing,0.215625,0.01875,0.7749999999999999,0.7875000000000001
7R11YUfwU50_000164,otter growling,0.009375,0.125,0.8406250000000001,0.9125
Rm2XQrio0QE_000099,playing bongo,0.325,0.6625,0.5625,0.89375
AwJ8orGuOXg_000000,driving buses,0.0,0.028125,1.0,0.6968749999999999
AHIV0RMwnN8_000150,tap dancing,0.425,0.61875,0.5125,0.790625
UAhzckt0y3U_000030,dog barking,0.103125,0.0,0.99375,0.965625
P_HYjo4gR0E_000010,mynah bird singing,0.05,0.159375,0.453125,0.284375
U9oonzVSTtY_000056,gibbon howling,0.459375,0.240625,0.628125,0.675
ig59gOwKj0k_000105,popping popcorn,0.2875,0.015625,0.85625,0.528125
OhmcZInYYwE_000173,playing tambourine,0.196875,0.0,0.47187500000000004,0.646875
-YwPSwhe2jo_000030,people shuffling,0.321875,0.175,0.5,0.9468749999999999
KSOxq1eovtw_000030,"child speech, kid speaking",0.09375,0.046875,0.815625,0.934375
FMr1WHtXJbc_000030,tapping guitar,0.009375,0.13125,0.9812500000000001,0.40312499999999996
g27CnmPRgdI_000031,woodpecker pecking tree,0.0125,0.053125,0.4625,1.0
n2JanKszFoQ_000200,playing cello,0.125,0.125,0.378125,0.99375
G3c7Ye58Y2Q_000025,driving snowmobile,0.390625,0.578125,0.953125,0.990625
Fot4v0DdGyE_000020,driving snowmobile,0.41875,0.35,-2.8823037615171176e+16,0.575
4t1VqRz4w2g_000030,reversing beeps,0.184375,0.228125,0.6781250000000001,0.7875
NJo3COkwasM_000017,"ice cream truck, ice cream van",0.375,0.05625,0.784375,0.615625
M-bmsXbJBdw_000034,"race car, auto racing",0.259375,0.23125,0.771875,0.6125
yGeIkgt-Hr0_000019,playing bugle,0.215625,0.334375,0.51875,0.64375
HQ8eR2lvjSE_000030,driving motorcycle,0.065625,0.0,0.946875,0.946875
fsHgHsYyJbs_000030,playing bass guitar,0.00625,0.246875,0.9718749999999999,0.9156249999999999
DDZlMjb-0i4_000150,helicopter,0.20625,0.13125,0.721875,0.7625
QJfusheJ-uE_000055,playing timbales,0.103125,0.215625,0.953125,0.9781249999999999
FatuEXsaQ20_000030,vacuum cleaner cleaning floors,0.00625,0.23125,0.46562499999999996,0.9781249999999999
OSlYn9hTRFA_000030,people coughing,0.053125,0.0625,0.6593749999999999,0.465625
guGNQyMTm8Y_000101,playing castanets,0.3125,0.29375,0.409375,0.40625
-oOARU0JwWE_000153,people humming,0.234375,0.175,0.3625,0.503125
WrSpubuVkN0_000330,crow cawing,0.446875,0.184375,0.925,0.6375
CqmuLdNiEjE_000077,dog growling,0.03125,0.278125,0.76875,0.95625
WMXkrLwPVCU_000098,cheetah chirrup,0.496875,0.040625,0.9625,0.63125
5ott6Y1gZcY_000218,people cheering,0.134375,0.040625,0.834375,0.975
jWqqtybjzXE_000030,typing on typewriter,0.109375,0.5,0.675,0.9375
_nMkSRVn6G0_000012,baltimore oriole calling,0.3875,0.4375,0.70625,0.95625
aa09xLmz7sY_000023,cat growling,0.259375,0.034375,0.8093750000000001,0.9656250000000001
dvUScIfbsOY_000051,cow lowing,0.375,0.196875,0.98125,0.81875
J1SB5arXFf4_000006,snake hissing,0.1125,0.075,0.9,0.9375
tnepPZChA5U_000219,"playing violin, fiddle",0.43125,0.403125,0.696875,0.565625
YDhSHz_AO5E_000076,car engine idling,0.08125,0.0,0.665625,0.93125
9XHRHFTY0iU_000480,people cheering,0.021875,0.36875,0.95,0.990625
gkIENhK7fxg_000020,"cattle, bovinae cowbell",0.175,0.125,0.75,0.65
onEBRYQ_Xew_000095,hedge trimmer running,0.365625,0.196875,0.453125,0.5875
9HcahqYUVoc_000090,chainsawing trees,0.38125,0.440625,0.8531249999999999,0.640625
-gCqnkIUmp0_000140,people babbling,0.4,0.040625,0.528125,0.35000000000000003
IE4pLXxV7MQ_000036,bull bellowing,0.328125,0.3375,0.978125,0.975
fE7-2gllNvE_000230,using sewing machines,0.35625,0.153125,0.684375,0.76875
aN4VaaPbptE_000137,car engine idling,0.0125,0.03125,0.9937499999999999,0.99375
EC7ZXHrHhvE_000057,chinchilla barking,0.125,0.0875,0.946875,0.984375
UAlfXv5Aabc_000046,air conditioning noise,0.20625,0.009375,0.984375,0.9875
tcZ7hytrOO4_000319,tractor digging,0.3,0.096875,0.73125,0.9125000000000001
DEGSyVygE98_000110,car engine starting,0.078125,0.05,0.46875,0.5750000000000001
awn0pAyJJYk_000030,goat bleating,0.10625,0.109375,0.9781249999999999,0.9625
LkJeC5nr8Is_000022,goat bleating,0.0,0.015625,0.88125,0.55
UaFiUiC_Izo_000054,squishing water,0.184375,0.08125,0.8,0.64375
HwGK5RvNOFI_000030,typing on computer keyboard,0.13125,0.059375,0.865625,0.8312499999999999
QzMsoz4XIkM_000030,playing didgeridoo,0.06875,0.3,0.53125,0.9437500000000001
8OXOwCahOOU_000089,playing ukulele,0.234375,0.671875,0.8625,0.99375
BaBT2r8L6E4_000013,"pigeon, dove cooing",0.0625,0.0,0.90625,0.86875
jbffNajOX7M_000019,chimpanzee pant-hooting,0.38125,0.40625,0.79375,0.965625
Z8e1GUopzRk_000050,people babbling,0.44375,0.078125,0.609375,0.390625
9PmzQI8ZYpg_000030,using sewing machines,0.334375,0.19375,0.646875,0.7374999999999999
Yx5pH0S0Clc_000062,black capped chickadee calling,0.00625,0.415625,0.30624999999999997,0.671875
2o4-lEtFb2k_000060,hair dryer drying,0.0,0.253125,0.578125,0.9875
l-qyJLFOVYI_000000,cheetah chirrup,0.45,0.0,0.7,0.765625
3AcKnYk_cLY_000030,"motorboat, speedboat acceleration",0.003125,0.378125,0.99375,0.9937499999999999
F6IUxAJutsk_000030,fire truck siren,0.190625,0.390625,0.6968749999999999,0.746875
ccCzbG5FcZI_000038,tractor digging,0.190625,0.0,0.9125000000000001,0.7625
rkQr7lgIjpY_000179,alarm clock ringing,0.490625,0.2875,0.76875,0.5406249999999999
lSr8MKcWTdo_000130,cap gun shooting,0.0,0.371875,0.653125,0.9937499999999999
eaCEhB62Tzo_000277,car engine idling,0.128125,0.0,0.9624999999999999,0.959375
-Z1ZSWDouUU_000030,"motorboat, speedboat acceleration",0.25625,0.596875,0.5093749999999999,0.759375
448X3t13rlk_000325,driving snowmobile,0.2625,0.35625,0.571875,0.634375
h6zc38gOkA4_000130,playing clarinet,0.43125,0.340625,0.640625,0.9750000000000001
JcMSFU-Twgw_000030,playing banjo,0.19375,0.084375,0.9093749999999999,0.99375
8CqqK9CzuXM_000090,skidding,0.309375,0.390625,0.65625,0.715625
1g3n6Zaqid8_000064,black capped chickadee calling,0.203125,0.0125,0.53125,0.734375
0m9-5BkL4Mc_000030,child singing,0.34375,0.121875,0.59375,0.409375
ClaW4rHT6t0_000000,"railroad car, train wagon",0.5375,0.225,0.809375,0.703125
-_umX4zgLVY_000028,lions growling,0.2625,0.128125,0.9593750000000001,0.9937499999999999
aTdpU4HGxXA_000109,alarm clock ringing,0.29375,0.0,0.9750000000000001,0.753125
7-z44NWB-84_000170,gibbon howling,0.05625,0.275,0.771875,0.7875
9uTzThSwQ80_000580,"railroad car, train wagon",0.0,0.096875,1.0,0.8093750000000001
xjgC2ajAK0M_000001,people giggling,0.296875,0.0,0.78125,0.921875
dGD-Y3XEHgI_000010,playing tambourine,0.121875,0.253125,0.671875,0.9875
r3LmyYHbT4o_000005,playing bugle,0.328125,0.346875,0.640625,0.7625
fkGPfJmuElE_000042,playing glockenspiel,0.003125,0.278125,0.99375,0.71875
IClqeKMGVdQ_000058,slot machine,0.025,0.184375,0.953125,0.7875000000000001
kr8ssbrDDMY_000030,fire truck siren,0.009375,0.1,0.5375,0.603125
0PHUQku2P5I_000050,singing choir,0.0375,0.35,0.9093749999999999,0.784375
iC0iQ1QKan4_000785,lip smacking,0.13125,0.109375,0.6906249999999999,0.784375
QMc3zhoaU-Y_000057,chipmunk chirping,0.303125,0.196875,0.6968749999999999,0.7937500000000001
Tf5WWrpzSj8_000095,cat growling,0.290625,0.0125,0.99375,0.98125
TsHBKTYuBUM_000062,whale calling,0.2,0.490625,0.5531250000000001,0.99375
0welW-8hB1c_000071,black capped chickadee calling,0.2875,0.103125,0.8937499999999999,0.8562500000000001
F6oEu35qy_A_000025,fire truck siren,0.346875,0.478125,0.625,0.9625
lbnENIVqZk0_000207,woodpecker pecking tree,0.15,0.165625,0.571875,0.990625
UFcUTwPlFAU_000019,baby crying,0.165625,0.1625,0.690625,0.890625
55l9j-CggDQ_000030,cat meowing,0.3125,0.003125,0.990625,0.99375
nzwmPWAAQFg_000030,baby crying,0.265625,0.121875,0.76875,0.7124999999999999
HqF7uiKEjUA_000050,cap gun shooting,0.5,0.31875,0.646875,0.5125
6_TGlFO0DCk_000010,"railroad car, train wagon",0.0,0.059375,0.815625,0.63125
682ODyTqKyw_000130,skateboarding,0.684375,0.578125,0.71875,0.6125
Wu--g0m8oWA_000011,driving buses,0.1375,0.00625,0.9906250000000001,0.85625
6EwAjQDFHcs_000140,people eating crisps,0.440625,0.009375,0.6125,0.40937500000000004
qaZYMjKrUCo_000460,using sewing machines,0.146875,0.0,0.8875,0.553125
Y0zPnwGCSw0_000048,fox barking,0.0375,0.01875,0.8875,0.99375
kRoKSjo1ONs_000226,people eating noodle,0.1,0.225,0.8375,0.9625
ScNLWuogqpI_000150,turkey gobbling,0.128125,0.203125,0.71875,0.74375
XZbFXz54Suo_000000,"playing steel guitar, slide guitar",0.0125,0.25,0.9937499999999999,0.99375
6wg3GJZk7Q0_000001,cat caterwauling,0.396875,0.146875,0.896875,0.828125
sK43mohcBSA_000077,elk bugling,0.259375,0.225,0.534375,0.646875
BFEeNJkKx6g_000030,dog howling,0.0125,0.375,0.36562500000000003,0.940625
7B_3t_ELwxA_000030,playing harp,0.296875,0.009375,0.684375,0.90625
ECP7EJka6N8_000590,playing cello,0.575,0.15,0.6656249999999999,0.6125
LjzgGsaVCP4_000076,elephant trumpeting,0.009375,0.259375,0.46875,0.8625
fxUSMBlLOso_000012,train wheels squealing,0.265625,0.28125,0.8,0.746875
6BitLl5Bnxw_000030,skidding,0.590625,0.34375,0.7625,0.553125
6dFyXSkUu14_000000,car passing by,0.01875,0.31875,0.9656250000000001,0.78125
A9LkQyImgNI_000030,playing cello,0.703125,0.2875,0.93125,0.8125
QSaX7QfeWog_000030,playing mandolin,0.153125,0.328125,0.38125,0.628125
fW6NVxZZekE_000100,playing piano,0.028125,0.115625,0.346875,0.65625
ToIdgjI3u4Q_000030,playing trombone,0.109375,0.4125,0.278125,0.990625
j-JCj72-vCg_000060,train wheels squealing,0.015625,0.009375,0.684375,0.99375
_mB-DrTf79o_000130,lawn mowing,0.478125,0.003125,0.8812500000000001,0.984375
W_UE04p_tYY_000094,playing glockenspiel,0.003125,0.10625,0.99375,0.934375
KC-wRA_SwK0_000140,helicopter,0.3875,0.384375,0.559375,0.6000000000000001
Qzj4QGWPtFE_000029,coyote howling,0.4,0.44375,0.509375,0.76875
FrJx8vk4GWs_000100,playing cornet,0.3125,0.403125,0.8125,0.996875
CK5D-skzB5Y_000170,dinosaurs bellowing,0.096875,0.003125,0.35312499999999997,0.75
i3022Z7Sm-A_000123,"electric shaver, electric razor shaving",0.365625,0.3875,0.6187499999999999,0.728125
dL8HIuBPZV4_000000,sheep bleating,0.128125,0.159375,0.878125,0.8875
aPRH3YE7Lpo_000253,"fly, housefly buzzing",0.00625,0.39375,0.115625,0.525
E3rjAlJCmUs_000422,playing congas,0.13125,0.4625,0.7999999999999999,0.9
077aWlQn6XI_000030,reversing beeps,0.0,0.18125,0.79375,0.815625
9h3a7fN0f-c_000240,people coughing,0.390625,0.059375,0.60625,0.49375
y1DgTYLdesA_000136,beat boxing,0.4625,0.0,0.7718750000000001,0.821875
rjGjz5DolWA_000030,dog barking,0.484375,0.240625,0.990625,0.609375
WesKosc-_c0_000047,playing bugle,0.309375,0.415625,0.475,0.715625
zLfhRM6G0OU_000039,playing trombone,0.184375,0.14375,0.478125,0.35624999999999996
o4Z9DJi8AJo_000050,people hiccup,0.003125,0.01875,0.603125,0.596875
v6A7Iggebm4_000180,female singing,0.31875,0.13125,0.503125,0.46562499999999996
Ef0c2AieZ24_000130,fireworks banging,0.278125,0.2125,0.68125,0.771875
QUX611hihf4_000190,playing accordion,0.334375,0.51875,0.7875,0.9656250000000001
XA6RBioito4_000067,coyote howling,0.39375,0.30625,0.590625,0.99375
_-_5kbw2Mcw_000000,people coughing,0.39375,0.315625,0.546875,0.509375
R4jlQEweREY_000030,playing didgeridoo,0.4,0.440625,0.6875,0.9750000000000001
HAEoz3VbaP8_000000,playing ukulele,0.346875,0.434375,0.83125,0.965625
KpzZokdRUuY_000040,people eating crisps,0.234375,0.23125,0.590625,0.890625
3sYnYraOuIo_000510,fireworks banging,0.315625,0.225,0.628125,0.696875
DNwWLZCupMc_000300,mouse squeaking,0.334375,0.578125,0.56875,0.746875
t9PEpPvVNzI_000310,machine gun shooting,0.071875,0.20625,0.884375,0.953125
YPuFEZZxSdg_000233,playing tympani,0.25,0.340625,0.68125,0.78125
rkaM1yOncZ4_000000,baby crying,0.21875,0.009375,0.78125,0.503125
TxuwrWYaUD0_000000,fireworks banging,0.240625,0.490625,0.465625,0.796875
uInycnRkFYk_000051,snake rattling,0.0,0.25625,0.66875,0.9718749999999999
mYZyXIYEJAQ_000095,yodelling,0.403125,0.0875,0.59375,0.4375
ti2rs-r9r3A_000110,people nose blowing,0.265625,0.015625,0.584375,0.75
fJNauQt9Di0_000150,"playing violin, fiddle",0.4125,0.521875,0.975,0.9937499999999999
4cgDBRTdmq0_000221,air horn,0.325,0.103125,0.653125,0.603125
djJ4ETLTBWE_000090,wood thrush calling,0.34375,0.2125,0.70625,0.8
x0-ldlMh_TE_000024,playing tambourine,0.121875,0.028125,0.8843749999999999,0.896875
6VycuUJbRjI_000030,male singing,0.621875,0.253125,0.8374999999999999,0.58125
0IqPUUWnnd8_000085,playing glockenspiel,0.215625,0.00625,0.76875,0.6906249999999999
J6iYFxXuHrI_000654,disc scratching,0.08125,0.14375,0.9812500000000001,0.490625
NRRYGxnq-FM_000258,coyote howling,0.46875,0.371875,0.590625,0.903125
QtEtP5Vb_3o_000340,bird wings flapping,0.3,0.50625,0.646875,0.846875
3KbSLoAAzy0_000069,playing guiro,0.328125,0.35,0.553125,0.6031249999999999
ExrHL878QsA_000039,alarm clock ringing,0.4125,0.2125,0.85,0.765625
Xw_JU2taiVM_000423,playing table tennis,0.346875,0.328125,0.653125,0.596875
NSEzNYgLuAs_000077,children shouting,0.196875,0.121875,0.415625,0.4875
3NGZcpAZcl0_000030,"pigeon, dove cooing",0.459375,0.05,0.7593749999999999,0.99375
Sem8fMv0bKQ_000212,people slurping,0.51875,0.028125,0.8625,0.34375
HOTIBJemUB8_000087,playing bongo,0.31875,0.5125,0.675,0.9624999999999999
UnMk7X7PM80_000139,canary calling,0.496875,0.075,0.634375,0.38125000000000003
S7C51ZWaw6A_000034,airplane,0.009375,0.325,0.7375,0.9906250000000001
vcZ3gN9ZRcA_000100,playing congas,0.00625,0.53125,0.203125,0.83125
UFyOGqmITjM_000000,"playing violin, fiddle",0.71875,0.296875,0.99375,0.76875
hBTte9j8Xrk_000136,squishing water,0.003125,0.209375,0.8,0.946875
muuSxbHjipw_000112,alarm clock ringing,0.171875,0.328125,0.53125,0.9875
ZECeW7EAQtM_000010,driving buses,0.315625,0.059375,0.715625,0.7843749999999999
8bakI0ITCqQ_000030,playing theremin,0.275,0.646875,0.7875,0.975
iRXQiy4dReE_000045,elk bugling,0.0,0.48125,0.99375,0.9906250000000001
NtM3gudMBCQ_000010,playing drum kit,0.171875,0.403125,0.7125,0.9875
wnQskk_yWkI_000011,owl hooting,0.403125,0.00625,0.984375,0.93125
G7IRrV4fNpU_000191,tractor digging,0.315625,0.03125,0.5625,0.509375
IZQPvlIJEoI_000030,"rowboat, canoe, kayak rowing",0.29375,0.059375,0.9468749999999999,0.9468749999999999
0hfU27A6tus_000070,playing banjo,0.096875,0.628125,0.4375,0.96875
N1c73HkaxvY_000000,"cattle, bovinae cowbell",0.025,0.109375,0.753125,0.915625
-FoTxwPOz3U_000000,"child speech, kid speaking",0.171875,0.253125,0.378125,0.528125
Ta5bgIdRUjE_000048,chipmunk chirping,0.021875,0.25,0.809375,0.846875
_F4l0BMbBf8_000286,people eating crisps,0.3875,0.003125,0.615625,0.465625
JrPXRMnZWH4_000117,popping popcorn,0.14375,0.14375,0.9312499999999999,0.98125
raCETItMU_g_000299,playing bassoon,0.296875,0.0,0.80625,0.99375
ZfSlWX1C8yY_000030,playing didgeridoo,0.0,0.4,0.575,0.915625
D8R-u0sG5eg_000009,people finger snapping,0.146875,0.559375,0.321875,0.734375
7CRVoUCXg_A_000030,cat caterwauling,0.365625,0.01875,0.81875,0.9906250000000001
Zl29n4sL8_A_000037,people cheering,0.003125,0.30625,0.9875,0.9875
EScf6Anv-8E_000030,dog barking,0.3125,0.246875,0.99375,0.9437500000000001
SmzESvmFENY_000014,"fly, housefly buzzing",0.103125,0.125,0.8375,0.771875
7tE6gxSwrH4_000030,singing choir,0.009375,0.453125,0.946875,0.9625
H5XxUukegis_000002,coyote howling,0.509375,0.221875,0.68125,0.6656249999999999
EJwOhdjhxXY_000012,francolin calling,0.403125,0.325,0.7875000000000001,0.571875
-aK9JKAGme0_000041,cheetah chirrup,0.2875,0.378125,0.521875,0.671875
QOEFVFFrv_Q_000077,elk bugling,0.26875,0.296875,0.459375,0.521875
2mw1UMcc_Ys_000030,people babbling,0.5,0.240625,0.615625,0.365625
uRpkjgpWS4Y_000008,people sneezing,0.371875,0.1625,0.49375,0.46875
XryEq7dg_fY_000082,train whistling,0.0125,0.06875,0.9937499999999999,0.78125
nt9PKJU4LLk_000047,child singing,0.334375,0.034375,0.70625,0.5750000000000001
mTM0WQRcfNU_000050,machine gun shooting,0.115625,0.4875,0.5125,0.95625
7UoFNdp0UYg_000020,lighting firecrackers,0.31875,0.1875,0.6968749999999999,0.821875
lmaIgor5XTg_000030,car passing by,0.5875,0.39375,0.84375,0.575
_2hXtglCsD8_000002,snake rattling,0.13125,0.15,0.896875,0.99375
rfa-iUp5UQc_000050,"playing steel guitar, slide guitar",0.209375,0.115625,0.640625,0.984375
Jp3ggRQzpHM_000072,train whistling,0.15,0.165625,0.8406250000000001,0.928125
YVJWw5RxUeM_000002,people giggling,0.159375,0.2125,0.5125,0.415625
4O-dYCrVKLY_000030,typing on computer keyboard,0.0,0.525,0.9625,0.984375
Cs_DJvnYWTs_000010,dog whimpering,0.24375,0.01875,0.7125,0.9187500000000001
rpoClsGXZWA_000000,warbler chirping,0.25,0.275,0.8,0.83125
LPjblqE3xHk_000218,fox barking,0.478125,0.009375,0.9812500000000001,0.99375
BWVovghBe2c_000030,playing bass guitar,0.009375,0.090625,0.9343750000000001,0.859375
JXmpEFLhr9E_000030,fireworks banging,0.453125,0.4375,0.515625,0.709375
oLYZ4FyktN0_000040,people sobbing,0.421875,0.0875,0.965625,0.7125
ghRyW0bkt8c_000105,smoke detector beeping,0.59375,0.359375,0.66875,0.45
Y5t8KSDEeOs_000000,opening or closing car electric windows,0.171875,0.140625,0.578125,0.74375
GvegcC3HzLA_000058,sea lion barking,0,0.325,0.946875,0.48750000000000004
bWKYTH7OYXk_000220,waterfall burbling,0.296875,0.128125,0.60625,0.9156249999999999
rglibN33aks_000012,opening or closing car electric windows,0.0,0.04375,1.0,0.984375
V8tcqAyPSYw_000064,missile launch,0.41875,0.253125,0.51875,0.8687499999999999
KDE80kI1Kf0_000040,owl hooting,0.0,0.1375,0.93125,0.95625
L11Wkfojbzc_000263,car engine idling,0.03125,0.209375,0.99375,0.865625
I-DxUDHO_5Q_000275,people battle cry,0.028125,0.284375,0.6375,0.95
hCbPUyqgdPY_000191,people gargling,0.36875,0.03125,0.853125,0.496875
Qe71m678qEU_000030,tapping guitar,0.190625,0.43125,0.9937499999999999,0.84375
ai3XR_nPrpI_000150,playing erhu,0.18125,0.4625,0.328125,0.6375
7oNljd7R1f8_000019,"bird chirping, tweeting",0.375,0.20625,0.653125,0.7562500000000001
hHbJRPjqgXQ_000090,"race car, auto racing",0.378125,0.4625,0.5875,0.64375
6ayVxYbKBe0_000030,playing bass guitar,0.040625,0.2,0.678125,0.9624999999999999
9JAatGaveSc_000035,eagle screaming,0.325,0.28125,0.68125,0.859375
OzMAwy8qSEo_000030,people sobbing,0.2875,0.065625,0.56875,0.603125
-XwtCzUaN1I_000160,playing cymbal,0.00625,0.265625,0.99375,0.990625
raCIGB3B4mg_000271,driving snowmobile,0.19375,0.20625,0.834375,0.9906250000000001
G93_g41lh7U_000032,dog growling,0.696875,0.15,0.99375,0.7375
corrUpd5ENc_000230,people eating noodle,0.365625,0.0125,0.765625,0.6499999999999999
ChBwdyjZAJI_000030,chicken crowing,0.04375,0.353125,0.54375,0.99375
47mYYtNAp_4_000000,elephant trumpeting,0.19375,0.003125,0.646875,0.915625
9TzyRdTYDvo_000024,dog growling,0.0375,0.05625,0.7843749999999999,0.975
kHum8R_CcR0_000091,airplane,0.078125,0.30625,0.959375,0.775
1_yyvTRVoZQ_000209,"alligators, crocodiles hissing",0.03125,0.15625,0.971875,0.940625
4TgXgwVndiw_000160,"child speech, kid speaking",0.334375,0.315625,0.409375,0.459375
tB67geb0fVg_000063,forging swords,0.065625,0.421875,0.9281250000000001,0.65625
8DKdz6E8W-E_000051,chicken clucking,0.20625,0.0,0.796875,0.8875
5BLIgNC4-4w_000160,"rowboat, canoe, kayak rowing",0.084375,0.3875,0.621875,0.784375
v9A68q_iQqo_000020,skidding,0.359375,0.4,0.44375,0.48125
3qesirWAGt4_000020,dog barking,0.328125,0.025,0.78125,0.7875
gQXJt2cE-8c_000070,orchestra,0.159375,0.459375,0.6625000000000001,0.78125
7sYsxcdTcXY_000056,playing glockenspiel,0.0,0.0,1.0,1.0
fmSvZ3RR8YY_000380,machine gun shooting,0.4375,0.16875,0.971875,0.5218750000000001
6_WjTR_-4hQ_000030,playing french horn,0.378125,0.321875,0.553125,0.690625
8CrTpWNBiTo_000120,dog barking,0.26875,0.23125,0.7625,0.859375
A0dHhG6Y8C0_000030,"electric shaver, electric razor shaving",0.18125,0.3,0.49687499999999996,0.8625
hsmrvZEc_uw_000150,playing electronic organ,0.18125,0.30625,0.74375,0.7875000000000001
2kQCMxf0onU_000036,cat hissing,0.178125,0.059375,0.903125,0.8468749999999999
ZGYQX-172io_000011,dog bow-wow,0.146875,0.128125,0.809375,0.9593750000000001
8UgHOeB_mUE_000399,people slurping,0.3375,0.090625,0.7406250000000001,0.44375000000000003
aHx50zHbHbE_000013,"playing violin, fiddle",0.146875,0.24375,0.7125,0.953125
9ZClVJ2V7bA_000022,telephone bell ringing,0.359375,0.0,0.70625,0.95625
UhEQ1E8XPp4_000003,chicken clucking,0.325,0.259375,0.778125,0.85
mMADjF3VZdU_000395,train horning,0.2625,0.203125,0.9156249999999999,0.746875
YjOOi6WAjtI_000023,cow lowing,0.0625,0.0125,0.95,0.9562499999999999
D0L-M4trkpw_000210,playing electric guitar,0.0125,0.625,0.2625,0.79375
L3wNweyCqdY_000394,smoke detector beeping,0.309375,0.203125,0.775,0.99375
9ZBaKqh-Bmk_000131,"alligators, crocodiles hissing",0.196875,0.04375,0.978125,0.678125
AGTyP86x_Sc_000110,people crowd,0.0,0.28125,0.978125,0.840625
kO8TVRcXI98_000303,elk bugling,0.165625,0.04375,0.990625,0.990625
R3ykwo65XIQ_000560,lip smacking,0.434375,0.0625,0.64375,0.21875
6BXR7JlTiBQ_000009,coyote howling,0.234375,0.0875,0.8125,0.959375
Wqux-4IupdU_000112,playing djembe,0.403125,0.659375,0.6875,0.909375
eIxOyj3LfJM_000007,police car (siren),0.03125,0.290625,0.809375,0.7875000000000001
h6YMk2FOHHM_000017,tap dancing,0.35625,0.346875,0.675,0.540625
